CONTROL_ID,SRC_DB_NAME,DATABASE_NAME,SCHEMA_NAME,SERVICE_URL,OBJ_TYPE,OBJ_NAME,INSRT_TIME_COL,UPDT_TIME_COL,PRIMARY_KEY_COL,COL_NAMES,IS_DELETION,DELETED_TBL,SF_TBL,ENTITY_VALUE,FILTER_VALUE,CLIENT,MASTER_TBL
78,SAP_ODATA,DEMO_DB,GOTXN_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_TVV2TSet,inserted_timestamp,inserted_timestamp,"Mandt,Spras,Kvgr2",*,NO,,TVV2T_SAP,OS_TVV2TSet,,?sap-client=120,yes
77,SAP_ODATA,DEMO_DB,GOTXN_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_TVTWTSet,inserted_timestamp,inserted_timestamp,"Mandt,Spras,Vtweg",*,NO,,TVTWT_SAP,OS_TVTWTSet,,?sap-client=120,yes
76,SAP_ODATA,DEMO_DB,GOTXN_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_TVTASet,inserted_timestamp,inserted_timestamp,"Mandt,Vkorg,Vtweg,Spart",*,NO,,TVTA_SAP,OS_TVTASet,,?sap-client=120,yes
75,SAP_ODATA,DEMO_DB,GOTXN_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_TVSTTSet,inserted_timestamp,inserted_timestamp,"Mandt,Spras,Vstel",*,NO,,TVSTT_SAP,OS_TVSTTSet,,?sap-client=120,yes
95,SAP_ODATA,DEMO_DB,GOTXN_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_TVSTSet,inserted_timestamp,inserted_timestamp,"Mandt,Vstel",*,NO,,TVST_SAP,OS_TVSTSet,,?sap-client=120,yes
74,SAP_ODATA,DEMO_DB,GOTXN_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_TVLKSet,inserted_timestamp,inserted_timestamp,"Mandt,Lfart",*,NO,,TVLK_SAP,OS_TVLKSet,,?sap-client=120,yes
73,SAP_ODATA,DEMO_DB,GOTXN_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_TVKOSet,inserted_timestamp,inserted_timestamp,"Mandt,Vkorg",*,NO,,TVKO_SAP,OS_TVKOSet,,?sap-client=120,yes
49,SAP_ODATA,DEMO_DB,GOTXN_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_T001KSet,inserted_timestamp,inserted_timestamp,"Mandt,Bwkey",*,NO,,T001K_SAP,OS_T001KSet,,?sap-client=120,yes
48,SAP_ODATA,DEMO_DB,GOTXN_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_T001CMSet,inserted_timestamp,inserted_timestamp,"Mandt,Bukrs,Kkber",*,NO,,T001CM_SAP,OS_T001CMSet,,?sap-client=120,yes
96,SAP_ODATA,DEMO_DB,GOTXN_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_VBUPSet,inserted_timestamp,inserted_timestamp,"Mandt,Vbeln,Posnr",*,NO,,VBUP_SAP,OS_VBUPSet,,?sap-client=120
96,SAP_ODATA,DEMO_DB,GOTXN_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_VBUKSet,inserted_timestamp,inserted_timestamp,"Mandt,Vbeln",*,NO,,VBUK_SAP,OS_VBUKSet,,?sap-client=120
38,SAP_ODATA,DEMO_DB,GOTXN_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_MARMSet,inserted_timestamp,inserted_timestamp,"Mandt,Matnr,Meinh",*,NO,,MARM_SAP,OS_MARMSet,'PRCTR' eq '1500GZ0001' and 'DATE' eq,?sap-client=120,




