CONTROL_ID,SRC_DB_NAME,DATABASE_NAME,SCHEMA_NAME,SERVICE_URL,OBJ_TYPE,OBJ_NAME,INSRT_TIME_COL,UPDT_TIME_COL,PRIMARY_KEY_COL,COL_NAMES,IS_DELETION,DELETED_TBL,SF_TBL,ENTITY_VALUE,FILTER_VALUE,CLIENT,MASTER_TBL
11,SAP_ODATA,SAP_DB,BIO_SH,http://10.80.49.45:8000/sap/opu/odata/sap/Z_ODATA_DATA_LOAD_SRV/,TABLE,OS_VBAPSet,Erdat,Aedat,"Mandt,Vbeln,Posnr",*,NO,,VBAP_SAP,OS_VBAPSet,'PRCTR' eq '1500GZ0001' ,?sap-client=120
