CONTROL_ID,SRC_DB_NAME,DATABASE_NAME,SCHEMA_NAME,OBJ_NAME,OBJ_TYPE,INSRT_TIME_COL,UPDT_TIME_COL,PRIMARY_KEY_COL,COL_NAMES,IS_DELETION,DELETED_TBL,SF_TBL
1,sqlserver,gi-test,dbo,Farm_FarmerMaster,table,entrydate,Updated_Date,Mobile,*,no,-,tblco_Farm_FarmerMaster
